"No.","Time","Source","Destination","Protocol","Length","Info"
"159648","45902.168931","253.78.110.67","131.243.1.10","TCP","66","2846  >  21 [SYN] Seq=3042278 Win=64752 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"159649","45902.169492","131.243.1.10","253.78.110.67","TCP","58","21  >  2846 [SYN, ACK] Seq=1381768397 Ack=3042279 Win=17520 Len=0 MSS=1460"
"159651","45902.351311","131.243.1.10","253.78.110.67","FTP","60","Response: 220-"
"159681","45902.591654","253.78.110.67","131.243.1.10","FTP","70","Request: USER anonymous"
"159706","45904.770083","253.78.110.67","131.243.1.10","TCP","66","2852  >  21 [SYN] Seq=3044879 Win=64752 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"159880","45915.305945","89.42.124.234","203.174.5.11","TCP","62","2016  >  21 [SYN] Seq=2428427810 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"159881","45915.306758","203.174.5.11","89.42.124.234","TCP","58","21  >  2016 [SYN, ACK] Seq=42048000 Ack=2428427811 Win=32768 Len=0 MSS=1460"
"159926","45927.044693","28.6.158.214","131.243.1.10","TCP","62","1250  >  21 [SYN] Seq=3377397058 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"159927","45927.045295","131.243.1.10","28.6.158.214","TCP","58","21  >  1250 [SYN, ACK] Seq=4159465404 Ack=3377397059 Win=17520 Len=0 MSS=1460"
"159930","45927.155974","131.243.1.10","28.6.158.214","FTP","60","Response: 220-"
"159961","45927.294095","28.6.158.214","131.243.1.10","FTP","70","Request: USER anonymous"
"160128","45936.302164","157.94.151.3","131.243.1.10","TCP","62","1582  >  21 [SYN] Seq=3373114 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"160129","45936.302619","131.243.1.10","157.94.151.3","TCP","58","21  >  1582 [SYN, ACK] Seq=3171187437 Ack=3373115 Win=16616 Len=0 MSS=1460"
"160133","45936.606574","131.243.1.10","157.94.151.3","FTP","60","Response: 220-"
"160161","45937.319181","157.94.151.3","131.243.1.10","FTP","70","Request: USER anonymous"
"160204","45940.776587","157.94.151.3","131.243.1.10","TCP","62","1584  >  21 [SYN] Seq=3377521 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"160205","45940.776893","157.94.151.3","131.243.1.10","TCP","62","1586  >  21 [SYN] Seq=3377530 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"160210","45940.778880","157.94.151.3","131.243.1.10","TCP","62","1585  >  21 [SYN] Seq=3377526 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"160213","45940.791274","157.94.151.3","131.243.1.10","TCP","62","1587  >  21 [SYN] Seq=3377535 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"160416","45948.647049","157.94.151.3","131.243.1.10","TCP","62","1592  >  21 [SYN] Seq=3385431 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"160428","45949.654681","244.30.184.242","128.3.28.48","TCP","74","61392  >  21 [SYN] Seq=3208076164 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=953146 TSecr=0 WS=1"
"160492","45953.606286","28.6.158.214","131.243.1.10","TCP","62","1252  >  21 [SYN] Seq=3384105235 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"160553","45955.088718","28.6.158.214","131.243.1.10","TCP","62","1254  >  21 [SYN] Seq=3384587389 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"160748","45965.796227","157.94.151.3","131.243.1.10","TCP","62","1593  >  21 [SYN] Seq=3402593 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"160754","45966.030241","107.34.21.92","131.243.2.12","TCP","66","2011  >  21 [SYN] Seq=1169974211 Win=60352 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"160755","45966.030534","131.243.2.12","107.34.21.92","TCP","66","21  >  2011 [SYN, ACK] Seq=3121671102 Ack=1169974212 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"160765","45966.473986","244.30.184.242","128.3.28.48","TCP","74","61393  >  21 [SYN] Seq=3221502885 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=961759 TSecr=0 WS=1"
"160842","45970.221756","244.30.184.242","128.3.28.48","TCP","74","61394  >  21 [SYN] Seq=3234043882 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=963679 TSecr=0 WS=1"
"160936","45978.152255","244.30.184.242","128.3.28.48","TCP","74","61395  >  21 [SYN] Seq=3236109721 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=967739 TSecr=0 WS=1"
"160956","45979.947691","28.6.158.214","131.243.1.10","TCP","62","1257  >  21 [SYN] Seq=3390939486 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"161013","45980.776556","157.94.151.3","131.243.1.10","TCP","62","1596  >  21 [SYN] Seq=3417606 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"161054","45983.963801","244.30.184.242","128.3.28.48","TCP","74","61396  >  21 [SYN] Seq=3236362464 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=970716 TSecr=0 WS=1"
"161097","45992.368685","157.94.151.3","131.243.1.10","TCP","62","1597  >  21 [SYN] Seq=3429176 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"161128","45995.095732","157.94.151.3","131.243.1.10","TCP","62","1598  >  21 [SYN] Seq=3431855 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"161135","45995.701589","157.94.151.3","131.243.1.10","TCP","62","1599  >  21 [SYN] Seq=3432456 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"161142","45996.076073","244.30.184.242","128.3.28.48","TCP","74","61397  >  21 [SYN] Seq=3262391414 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=976919 TSecr=0 WS=1"
"161254","46000.354129","244.30.184.242","128.3.28.48","TCP","74","61398  >  21 [SYN] Seq=3256875094 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=979109 TSecr=0 WS=1"
"161315","46006.686629","157.94.151.3","131.243.1.10","TCP","62","1601  >  21 [SYN] Seq=3443506 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"161316","46006.687041","131.243.1.10","157.94.151.3","TCP","58","21  >  1601 [SYN, ACK] Seq=1801960079 Ack=3443507 Win=16616 Len=0 MSS=1460"
"161412","46017.897278","157.94.151.3","131.243.1.10","TCP","62","1603  >  21 [SYN] Seq=3454661 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"161453","46019.819144","157.94.151.3","131.243.1.10","TCP","62","1604  >  21 [SYN] Seq=3456571 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"161464","46020.270642","244.30.184.242","128.3.28.48","TCP","74","61399  >  21 [SYN] Seq=3297383274 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=989308 TSecr=0 WS=1"
"161533","46023.650485","143.156.1.2","131.243.2.12","TCP","62","1048  >  21 [SYN] Seq=2510837185 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"161628","46038.635057","244.30.184.242","128.3.28.48","TCP","74","61400  >  21 [SYN] Seq=3318526811 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=998712 TSecr=0 WS=1"
"161651","46041.121990","152.217.163.112","131.243.1.10","TCP","62","1497  >  21 [SYN] Seq=5487232 Win=11680 Len=0 MSS=536 SACK_PERM=1"
"161652","46041.122515","131.243.1.10","152.217.163.112","TCP","58","21  >  1497 [SYN, ACK] Seq=3155081694 Ack=5487233 Win=16616 Len=0 MSS=1460"
"161654","46041.641739","131.243.1.10","152.217.163.112","FTP","60","Response: 220-"
"161681","46042.738981","152.217.163.112","131.243.1.10","FTP","70","Request: USER anonymous"
"161775","46057.521781","244.30.184.242","128.3.28.48","TCP","74","61401  >  21 [SYN] Seq=3325508193 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=1008384 TSecr=0 WS=1"
"161950","46092.419054","152.217.163.112","131.243.1.10","TCP","62","1501  >  21 [SYN] Seq=5538535 Win=11680 Len=0 MSS=536 SACK_PERM=1"
"161951","46092.419470","131.243.1.10","152.217.163.112","TCP","58","21  >  1501 [SYN, ACK] Seq=2174586961 Ack=5538536 Win=16616 Len=0 MSS=1460"
"162000","46097.872833","152.217.163.112","131.243.1.10","TCP","62","1502  >  21 [SYN] Seq=5543987 Win=11680 Len=0 MSS=536 SACK_PERM=1"
"162081","46117.541094","107.34.21.92","131.243.2.12","TCP","66","1913  >  21 [SYN] Seq=1209741614 Win=60352 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"162130","46126.661564","244.30.184.242","128.3.28.48","TCP","74","61402  >  21 [SYN] Seq=3400352261 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=1043791 TSecr=0 WS=1"
"162207","46142.373032","244.30.184.242","128.3.28.48","TCP","74","61403  >  21 [SYN] Seq=3418738111 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=1051837 TSecr=0 WS=1"
"162677","46287.987975","42.30.77.233","131.243.2.12","TCP","62","18418  >  21 [SYN] Seq=47791326 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"162678","46287.988241","131.243.2.12","42.30.77.233","TCP","62","21  >  18418 [SYN, ACK] Seq=3167227404 Ack=47791327 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"163370","46467.370979","203.201.32.47","131.243.1.10","TCP","74","33230  >  21 [SYN] Seq=2589218096 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=11346514 TSecr=0 WS=1"
"163371","46467.371486","131.243.1.10","203.201.32.47","TCP","58","21  >  33230 [SYN, ACK] Seq=208750115 Ack=2589218097 Win=17520 Len=0 MSS=1460"
"163373","46467.707203","131.243.1.10","203.201.32.47","FTP","60","Response: 220-"
"163405","46468.517145","203.201.32.47","131.243.1.10","FTP","70","Request: USER anonymous"
"163589","46510.766429","192.117.164.234","128.3.12.44","TCP","62","4200  >  21 [SYN] Seq=894335343 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"163590","46510.767263","128.3.12.44","192.117.164.234","TCP","54","21  >  4200 [SYN, ACK] Seq=502080000 Ack=894335344 Win=4096 Len=0"
"163595","46511.131647","128.3.12.44","192.117.164.234","FTP","136","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Mon Dec 3 12:18:44 PST 2001) ready."
"163597","46512.116898","192.117.164.234","128.3.12.44","FTP","70","Request: USER anonymous"
"163611","46513.778390","104.22.50.197","131.243.1.10","TCP","62","6010  >  21 [SYN] Seq=3825331707 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"163612","46513.778847","131.243.1.10","104.22.50.197","TCP","58","21  >  6010 [SYN, ACK] Seq=809718895 Ack=3825331708 Win=17520 Len=0 MSS=1460"
"163614","46513.876206","131.243.1.10","104.22.50.197","FTP","60","Response: 220-"
"163644","46514.055227","104.22.50.197","131.243.1.10","FTP","70","Request: USER anonymous"
"163703","46518.437060","192.117.164.234","128.3.12.44","TCP","62","4209  >  21 [SYN] Seq=896528110 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"163732","46521.858900","244.30.184.242","128.3.28.48","TCP","74","61404  >  21 [SYN] Seq=3831895202 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=1246170 TSecr=0 WS=1"
"163779","46524.183767","244.30.184.242","128.3.28.48","TCP","74","61405  >  21 [SYN] Seq=3827116556 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=1247360 TSecr=0 WS=1"
"163855","46539.026834","192.117.164.234","128.3.12.44","TCP","62","4225  >  21 [SYN] Seq=901932367 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"163979","46565.231279","244.30.184.242","128.3.28.48","TCP","74","61406  >  21 [SYN] Seq=3871044062 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=1268380 TSecr=0 WS=1"
"164010","46567.551469","244.30.184.242","128.3.28.48","TCP","74","61407  >  21 [SYN] Seq=3869902426 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=1269569 TSecr=0 WS=1"
"164046","46570.242618","244.30.184.242","128.3.28.48","TCP","74","61408  >  21 [SYN] Seq=3872513485 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=1270947 TSecr=0 WS=1"
"164116","46584.631243","82.143.24.12","131.243.2.12","TCP","62","2586  >  21 [SYN] Seq=3597614894 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"164149","46592.099489","230.217.53.235","131.243.1.10","TCP","62","1489  >  21 [SYN] Seq=488981993 Win=8760 Len=0 MSS=1360 SACK_PERM=1"
"164150","46592.100032","131.243.1.10","230.217.53.235","TCP","58","21  >  1489 [SYN, ACK] Seq=2396711779 Ack=488981994 Win=17680 Len=0 MSS=1460"
"164152","46592.297852","131.243.1.10","230.217.53.235","FTP","60","Response: 220-"
"164185","46592.879320","230.217.53.235","131.243.1.10","FTP","70","Request: USER anonymous"
"164234","46602.017375","192.117.164.234","128.3.12.44","TCP","62","4257  >  21 [SYN] Seq=917931193 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164317","46614.927223","192.117.164.234","128.3.12.44","TCP","62","4267  >  21 [SYN] Seq=921294041 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164394","46621.697576","192.117.164.234","128.3.12.44","TCP","62","4276  >  21 [SYN] Seq=923244180 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164471","46632.346608","192.117.164.234","128.3.12.44","TCP","62","4284  >  21 [SYN] Seq=926011577 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164527","46638.816679","192.117.164.234","128.3.12.44","TCP","62","4292  >  21 [SYN] Seq=927807098 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164585","46645.447056","192.117.164.234","128.3.12.44","TCP","62","4301  >  21 [SYN] Seq=929707227 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164586","46645.447918","128.3.12.44","192.117.164.234","TCP","54","21  >  4301 [SYN, ACK] Seq=520448000 Ack=929707228 Win=4096 Len=0"
"164641","46652.977220","192.117.164.234","128.3.12.44","TCP","62","4309  >  21 [SYN] Seq=931761149 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164693","46660.087304","192.117.164.234","128.3.12.44","TCP","62","4318  >  21 [SYN] Seq=933767591 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164719","46665.804692","78.75.88.175","131.243.1.10","TCP","74","62335  >  21 [SYN] Seq=2080604737 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=293022 TSecr=0 WS=1"
"164720","46665.805220","131.243.1.10","78.75.88.175","TCP","58","21  >  62335 [SYN, ACK] Seq=3008339979 Ack=2080604738 Win=17520 Len=0 MSS=1460"
"164724","46666.004871","131.243.1.10","78.75.88.175","FTP","60","Response: 220-"
"164754","46666.387196","78.75.88.175","131.243.1.10","FTP","70","Request: USER anonymous"
"164809","46671.007512","192.117.164.234","128.3.12.44","TCP","62","4327  >  21 [SYN] Seq=936663755 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164864","46677.058265","192.117.164.234","128.3.12.44","TCP","62","4335  >  21 [SYN] Seq=938398081 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164913","46683.616701","192.117.164.234","128.3.12.44","TCP","62","4343  >  21 [SYN] Seq=940237432 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"164975","46692.526963","192.117.164.234","128.3.12.44","TCP","62","4352  >  21 [SYN] Seq=942622399 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165021","46699.036849","192.117.164.234","128.3.12.44","TCP","62","4361  >  21 [SYN] Seq=944486846 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165070","46705.067268","192.117.164.234","128.3.12.44","TCP","62","4369  >  21 [SYN] Seq=946175568 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165089","46706.236167","244.30.184.242","128.3.28.48","TCP","74","61409  >  21 [SYN] Seq=4007374586 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=1340589 TSecr=0 WS=1"
"165151","46711.607346","192.117.164.234","128.3.12.44","TCP","62","4377  >  21 [SYN] Seq=948021761 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165210","46718.517354","192.117.164.234","128.3.12.44","TCP","62","4387  >  21 [SYN] Seq=950023075 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165254","46725.417167","192.117.164.234","128.3.12.44","TCP","62","4394  >  21 [SYN] Seq=951885616 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165306","46733.108370","192.117.164.234","128.3.12.44","TCP","62","4403  >  21 [SYN] Seq=954015479 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165307","46733.109197","128.3.12.44","192.117.164.234","TCP","54","21  >  4403 [SYN, ACK] Seq=533376000 Ack=954015480 Win=4096 Len=0"
"165359","46756.537412","192.117.164.234","128.3.12.44","TCP","62","4410  >  21 [SYN] Seq=959622587 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165399","46768.937616","192.117.164.234","128.3.12.44","TCP","62","4416  >  21 [SYN] Seq=962673165 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165436","46780.005595","157.94.151.3","131.243.1.10","TCP","62","1689  >  21 [SYN] Seq=4216960 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"165507","46799.153445","244.30.184.242","128.3.28.48","TCP","74","61410  >  21 [SYN] Seq=4113841815 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=1388171 TSecr=0 WS=1"
"165619","46870.491281","18.126.161.152","86.110.60.6","TCP","62","25961  >  21 [SYN] Seq=18194583 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"165620","46870.491994","86.110.60.6","18.126.161.152","TCP","62","21  >  25961 [SYN, ACK] Seq=2607049797 Ack=18194584 Win=8760 Len=0 SACK_PERM=1 MSS=1460"
"165625","46870.721648","86.110.60.6","18.126.161.152","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Tue Jun 18 12:56:05 PDT 2002) ready."
"165626","46870.834174","18.126.161.152","86.110.60.6","FTP","70","Request: USER anonymous"
"165629","46870.867561","192.117.164.234","128.3.12.44","TCP","62","4434  >  21 [SYN] Seq=986810616 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165641","46871.607918","157.94.151.3","131.243.1.10","TCP","62","1724  >  21 [SYN] Seq=4308495 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"165642","46871.608395","131.243.1.10","157.94.151.3","TCP","58","21  >  1724 [SYN, ACK] Seq=3171151128 Ack=4308496 Win=16616 Len=0 MSS=1460"
"165651","46871.867626","18.126.161.152","86.110.60.6","TCP","62","25963  >  21 [SYN] Seq=18195959 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"165795","46888.248425","192.117.164.234","128.3.12.44","TCP","62","4449  >  21 [SYN] Seq=991366642 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"165854","46953.006565","220.12.18.251","131.243.1.10","TCP","62","2621  >  21 [SYN] Seq=2039814794 Win=32120 Len=0 MSS=1452 SACK_PERM=1"
"165855","46953.007243","131.243.1.10","220.12.18.251","TCP","58","21  >  2621 [SYN, ACK] Seq=1445140354 Ack=2039814795 Win=17424 Len=0 MSS=1460"
"165857","46953.129688","131.243.1.10","220.12.18.251","FTP","60","Response: 220-"
"165887","46953.267065","220.12.18.251","131.243.1.10","FTP","70","Request: USER anonymous"
"165939","47001.046649","157.94.151.3","131.243.1.10","TCP","62","1727  >  21 [SYN] Seq=4437992 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"166001","47071.156989","82.143.24.12","131.243.2.12","TCP","62","2818  >  21 [SYN] Seq=3779471300 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"166002","47071.157259","131.243.2.12","82.143.24.12","TCP","62","21  >  2818 [SYN, ACK] Seq=3274971981 Ack=3779471301 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"166022","47079.711684","21.243.130.98","131.243.193.93","TCP","74","41607  >  21 [SYN] Seq=2009455167 Win=5840 Len=0 MSS=1380 SACK_PERM=1 TSval=250628963 TSecr=0 WS=1"
"166023","47079.712082","131.243.193.93","21.243.130.98","TCP","74","21  >  41607 [SYN, ACK] Seq=94068691 Ack=2009455168 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=889613559 TSecr=250628963 WS=1"
"166025","47080.139621","131.243.193.93","21.243.130.98","FTP","130","Response: 220 ProFTPD 1.2.2rc2 Server (powered by SuSE Linux) [<domain>]"
"166029","47080.227081","21.243.130.98","131.243.193.93","FTP","82","Request: USER anonymous"
"166153","47254.909218","157.94.151.3","131.243.1.10","TCP","62","1794  >  21 [SYN] Seq=4691862 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"166206","47288.595204","102.224.98.172","131.243.1.10","TCP","62","1282  >  21 [SYN] Seq=2334763537 Win=16384 Len=0 MSS=1452 SACK_PERM=1"
"166207","47288.595809","131.243.1.10","102.224.98.172","TCP","58","21  >  1282 [SYN, ACK] Seq=1486091123 Ack=2334763538 Win=17424 Len=0 MSS=1460"
"166209","47288.855135","131.243.1.10","102.224.98.172","FTP","60","Response: 220-"
"166239","47289.143721","102.224.98.172","131.243.1.10","FTP","70","Request: USER anonymous"
"166260","47291.796620","136.13.156.253","131.243.56.235","TCP","62","4244  >  21 [SYN] Seq=1894159564 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"166261","47291.797376","131.243.56.235","136.13.156.253","TCP","58","21  >  4244 [SYN, ACK] Seq=383569761 Ack=1894159565 Win=8760 Len=0 MSS=1460"
"166263","47294.897645","131.243.56.235","136.13.156.253","FTP","60","Response: 220-"
"166268","47295.945823","136.13.156.253","131.243.56.235","FTP","70","Request: USER anonymous"
"166280","47297.838466","83.1.240.233","131.243.2.12","TCP","62","1263  >  21 [SYN] Seq=3818046075 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"166281","47297.838748","131.243.2.12","83.1.240.233","TCP","62","21  >  1263 [SYN, ACK] Seq=3306871951 Ack=3818046076 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"166306","47301.725938","136.13.156.253","131.243.56.235","TCP","62","4246  >  21 [SYN] Seq=1896479005 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"166373","47346.493718","83.1.240.233","131.243.2.12","TCP","62","3855  >  21 [SYN] Seq=3830614623 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"166374","47346.493989","131.243.2.12","83.1.240.233","TCP","62","21  >  3855 [SYN, ACK] Seq=3313380843 Ack=3830614624 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"166795","47659.858981","81.182.32.72","131.243.1.10","TCP","66","2221  >  21 [SYN] Seq=4179255523 Win=55168 Len=0 MSS=1460 WS=8 SACK_PERM=1"
"166796","47659.859468","131.243.1.10","81.182.32.72","TCP","58","21  >  2221 [SYN, ACK] Seq=1130399568 Ack=4179255524 Win=17520 Len=0 MSS=1460"
"166919","47709.239525","81.182.32.72","131.243.1.10","TCP","66","2225  >  21 [SYN] Seq=4191716505 Win=55168 Len=0 MSS=1460 WS=8 SACK_PERM=1"
"166982","47715.278908","121.182.81.167","131.243.1.10","TCP","62","1554  >  21 [SYN] Seq=2935464648 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"166983","47715.279501","131.243.1.10","121.182.81.167","TCP","58","21  >  1554 [SYN, ACK] Seq=2323470481 Ack=2935464649 Win=17520 Len=0 MSS=1460"
"166985","47715.372783","131.243.1.10","121.182.81.167","FTP","60","Response: 220-"
"167016","47715.546368","121.182.81.167","131.243.1.10","FTP","70","Request: USER anonymous"
"167229","47859.929651","87.47.213.33","131.243.1.10","TCP","62","4149  >  21 [SYN] Seq=2780436301 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"167230","47859.930135","131.243.1.10","87.47.213.33","TCP","58","21  >  4149 [SYN, ACK] Seq=3289737870 Ack=2780436302 Win=17520 Len=0 MSS=1460"
"167232","47860.084164","131.243.1.10","87.47.213.33","FTP","60","Response: 220-"
"167262","47860.506058","87.47.213.33","131.243.1.10","FTP","70","Request: USER anonymous"
"167436","48038.507347","216.43.247.103","131.243.1.10","TCP","74","38826  >  21 [SYN] Seq=1086221040 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1853370653 TSecr=0 WS=1"
"167437","48038.508091","131.243.1.10","216.43.247.103","TCP","58","21  >  38826 [SYN, ACK] Seq=282659951 Ack=1086221041 Win=17520 Len=0 MSS=1460"
"167494","48047.661051","87.166.178.80","128.3.12.44","TCP","74","33471  >  21 [SYN] Seq=2022478787 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=2615646 TSecr=0 WS=1"
"167495","48047.661893","128.3.12.44","87.166.178.80","TCP","54","21  >  33471 [SYN, ACK] Seq=705280000 Ack=2022478788 Win=4096 Len=0"
"167497","48047.930046","128.3.12.44","87.166.178.80","FTP","136","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Mon Dec 3 12:18:44 PST 2001) ready."
"167499","48048.116235","87.166.178.80","128.3.12.44","FTP","70","Request: USER anonymous"
"167545","48101.054305","72.46.219.87","131.243.1.10","TCP","58","2411  >  21 [SYN] Seq=7720150 Win=8192 Len=0 MSS=1460"
"167546","48101.054849","131.243.1.10","72.46.219.87","TCP","58","21  >  2411 [SYN, ACK] Seq=1889182298 Ack=7720151 Win=17520 Len=0 MSS=1460"
"167548","48101.443484","131.243.1.10","72.46.219.87","FTP","60","Response: 220-"
"167578","48102.079302","72.46.219.87","131.243.1.10","FTP","70","Request: USER anonymous"
"167605","48345.569358","234.227.198.194","131.243.1.10","TCP","62","2109  >  21 [SYN] Seq=75745397 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"167606","48345.569934","131.243.1.10","234.227.198.194","TCP","58","21  >  2109 [SYN, ACK] Seq=1915583863 Ack=75745398 Win=17520 Len=0 MSS=1460"
"167608","48345.804277","131.243.1.10","234.227.198.194","FTP","60","Response: 220-"
"167638","48346.298352","234.227.198.194","131.243.1.10","FTP","70","Request: USER anonymous"
"167672","48426.203193","28.127.34.194","131.243.1.10","TCP","74","33181  >  21 [SYN] Seq=1703736194 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=16336481 TSecr=0 WS=1"
"167673","48426.203652","131.243.1.10","28.127.34.194","TCP","58","21  >  33181 [SYN, ACK] Seq=1988797025 Ack=1703736195 Win=17520 Len=0 MSS=1460"
"167675","48426.402171","131.243.1.10","28.127.34.194","FTP","60","Response: 220-"
"167705","48426.656685","28.127.34.194","131.243.1.10","FTP","70","Request: USER anonymous"
"167734","48483.226035","87.47.213.33","131.243.1.10","TCP","62","4166  >  21 [SYN] Seq=2923660061 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"167796","48570.066410","3.99.18.179","131.243.1.10","TCP","74","63513  >  21 [SYN] Seq=798338417 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=251768 TSecr=0 WS=1"
"167797","48570.066955","131.243.1.10","3.99.18.179","TCP","58","21  >  63513 [SYN, ACK] Seq=215037513 Ack=798338418 Win=17520 Len=0 MSS=1460"
"167799","48570.115552","131.243.1.10","3.99.18.179","FTP","60","Response: 220-"
"167829","48570.311418","3.99.18.179","131.243.1.10","FTP","70","Request: USER anonymous"
"167860","48575.659037","243.130.145.15","131.243.2.12","TCP","74","2141  >  21 [SYN] Seq=1658112374 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=318783144 TSecr=0 WS=1"
"167861","48575.659310","131.243.2.12","243.130.145.15","TCP","78","21  >  2141 [SYN, ACK] Seq=3488568820 Ack=1658112375 Win=65535 Len=0 TSval=258253757 TSecr=318783144 WS=2 SACK_PERM=1 MSS=1460"
"167865","48580.671136","131.243.2.12","243.130.145.15","FTP","149","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
