"No.","Time","Source","Destination","Protocol","Length","Info"
"116372","38608.193272","43.75.228.116","19.135.35.121","TCP","74","1289  >  21 [SYN] Seq=3592996564 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813797 TSecr=0 WS=1"
"116373","38608.193547","195.199.77.113","43.75.228.116","TCP","62","21  >  1288 [SYN, ACK] Seq=462322621 Ack=3585900673 Win=1460 Len=0 MSS=1460 WS=1"
"116374","38608.193620","19.135.35.121","43.75.228.116","TCP","74","21  >  1289 [SYN, ACK] Seq=3426090418 Ack=3592996565 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=711953473 TSecr=630813797 WS=1"
"116375","38608.195745","43.75.228.116","144.33.252.32","TCP","74","1295  >  21 [SYN] Seq=3592695736 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813797 TSecr=0 WS=1"
"116376","38608.196986","43.75.228.116","210.13.53.158","TCP","74","1299  >  21 [SYN] Seq=3586966935 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813797 TSecr=0 WS=1"
"116377","38608.197341","210.13.53.158","43.75.228.116","TCP","78","21  >  1299 [SYN, ACK] Seq=1717207686 Ack=3586966936 Win=64240 Len=0 MSS=1460 WS=1 TSval=0 TSecr=0 SACK_PERM=1"
"116378","38608.204485","144.33.252.32","43.75.228.116","TCP","58","21  >  1295 [SYN, ACK] Seq=61567795 Ack=3592695737 Win=5840 Len=0 MSS=1460"
"116380","38608.211978","152.167.224.72","43.75.228.116","FTP","86","Response: 220 <domain> FTP Server Ready "
"116384","38608.216201","210.140.212.56","43.75.228.116","FTP","86","Response: 220 <domain> FTP Server Ready "
"116385","38608.216668","210.13.53.158","43.75.228.116","FTP","112","Response: 220 <*> Microsoft FTP Service (Version 5.0)."
"116387","38608.228836","144.33.252.32","43.75.228.116","FTP","85","Response: 220 <domain> FTP Server Ready"
"116390","38608.234548","43.75.228.116","15.86.165.129","TCP","74","1614  >  21 [SYN] Seq=3588138647 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813802 TSecr=0 WS=1"
"116400","38608.238916","15.86.165.129","43.75.228.116","TCP","58","21  >  1614 [SYN, ACK] Seq=6865638 Ack=3588138648 Win=5840 Len=0 MSS=1460"
"116409","38608.250568","15.86.165.129","43.75.228.116","FTP","85","Response: 220 <domain> FTP Server Ready"
"116412","38608.311460","19.135.35.121","43.75.228.116","FTP","92","Response: 220-Hello 43.75.228.116."
"116413","38608.312056","43.75.228.116","183.135.245.193","TCP","74","1624  >  21 [SYN] Seq=3590901655 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813809 TSecr=0 WS=1"
"116415","38608.313733","183.135.245.193","43.75.228.116","TCP","62","21  >  1624 [SYN, ACK] Seq=1828892093 Ack=3590901656 Win=1460 Len=0 MSS=1460 WS=1"
"116422","38608.338345","183.135.245.193","43.75.228.116","FTP","87","Response: 220 <domain> FTP Server Ready. "
"116433","38608.757079","43.75.228.116","239.93.181.34","TCP","74","1933  >  21 [SYN] Seq=3591904382 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813854 TSecr=0 WS=1"
"116434","38608.758562","43.75.228.116","4.85.135.178","TCP","74","1937  >  21 [SYN] Seq=3585700306 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813854 TSecr=0 WS=1"
"116435","38608.758788","239.93.181.34","43.75.228.116","TCP","62","21  >  1933 [SYN, ACK] Seq=3119977917 Ack=3591904383 Win=1460 Len=0 MSS=1460 WS=1"
"116436","38608.758891","4.85.135.178","43.75.228.116","TCP","62","21  >  1937 [SYN, ACK] Seq=4104702909 Ack=3585700307 Win=8192 Len=0 MSS=512 WS=1"
"116437","38608.760505","43.75.228.116","144.194.14.127","TCP","74","1942  >  21 [SYN] Seq=3591679115 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813854 TSecr=0 WS=1"
"116438","38608.760643","43.75.228.116","202.50.227.97","TCP","74","1944  >  21 [SYN] Seq=3596818589 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813854 TSecr=0 WS=1"
"116439","38608.762405","43.75.228.116","27.48.173.101","TCP","74","1945  >  21 [SYN] Seq=3585902492 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813854 TSecr=0 WS=1"
"116440","38608.762465","202.50.227.97","43.75.228.116","TCP","62","21  >  1944 [SYN, ACK] Seq=2765661629 Ack=3596818590 Win=1460 Len=0 MSS=1460 WS=1"
"116441","38608.763664","43.75.228.116","25.196.16.54","TCP","74","1949  >  21 [SYN] Seq=3583840974 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813854 TSecr=0 WS=1"
"116442","38608.764022","27.48.173.101","43.75.228.116","TCP","62","21  >  1945 [SYN, ACK] Seq=3385900477 Ack=3585902493 Win=1460 Len=0 MSS=1460 WS=1"
"116443","38608.764405","25.196.16.54","43.75.228.116","TCP","78","21  >  1949 [SYN, ACK] Seq=2712678638 Ack=3583840975 Win=10136 Len=0 TSval=510086858 TSecr=630813854 WS=1 SACK_PERM=1 MSS=1460"
"116444","38608.765568","144.194.14.127","43.75.228.116","TCP","58","21  >  1942 [SYN, ACK] Seq=4315434 Ack=3591679116 Win=5840 Len=0 MSS=1460"
"116445","38608.770736","43.75.228.116","8.0.48.14","TCP","74","1966  >  21 [SYN] Seq=3592799186 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813854 TSecr=0 WS=1"
"116446","38608.772988","228.136.177.100","43.75.228.116","FTP","135","Response: 220 <domain> FTP server (Version 1.7.212.5 Wed May 30 12:19:42 GMT 2001) ready."
"116447","38608.773746","8.0.48.14","43.75.228.116","TCP","78","21  >  1966 [SYN, ACK] Seq=3867038836 Ack=3592799187 Win=17640 Len=0 MSS=1260 WS=1 TSval=0 TSecr=0 SACK_PERM=1"
"116451","38608.775535","4.85.135.178","43.75.228.116","FTP","90","Response: 220 VxWorks (5.4) FTP server ready"
"116456","38608.778969","27.48.173.101","43.75.228.116","FTP","86","Response: 220 <domain> FTP Server Ready "
"116458","38608.779226","239.93.181.34","43.75.228.116","FTP","87","Response: 220 <domain> FTP Server Ready. "
"116459","38608.779901","202.50.227.97","43.75.228.116","FTP","87","Response: 220 <domain> FTP Server Ready. "
"116461","38608.781826","144.194.14.127","43.75.228.116","FTP","85","Response: 220 <domain> FTP Server Ready"
"116468","38608.809443","43.75.228.116","215.148.154.156","TCP","74","2034  >  21 [SYN] Seq=3585167924 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813859 TSecr=0 WS=1"
"116469","38608.809934","215.148.154.156","43.75.228.116","TCP","74","21  >  2034 [SYN, ACK] Seq=1908912191 Ack=3585167925 Win=10136 Len=0 TSval=1286206557 TSecr=630813859 WS=1 MSS=1460"
"116470","38608.811008","43.75.228.116","47.128.126.114","TCP","74","2039  >  21 [SYN] Seq=3596031314 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813859 TSecr=0 WS=1"
"116471","38608.811659","47.128.126.114","43.75.228.116","TCP","78","21  >  2039 [SYN, ACK] Seq=2831112524 Ack=3596031315 Win=10136 Len=0 TSval=1581842485 TSecr=630813859 WS=1 SACK_PERM=1 MSS=1460"
"116472","38608.813777","43.75.228.116","192.181.235.123","TCP","74","2046  >  21 [SYN] Seq=3597433226 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813859 TSecr=0 WS=1"
"116473","38608.814699","192.181.235.123","43.75.228.116","TCP","78","21  >  2046 [SYN, ACK] Seq=1052410067 Ack=3597433227 Win=24616 Len=0 TSval=362170754 TSecr=630813859 WS=1 SACK_PERM=1 MSS=1460"
"116499","38608.904323","25.196.16.54","43.75.228.116","FTP","68","Response: "
"116502","38608.930396","215.148.154.156","43.75.228.116","FTP","68","Response: "
"116506","38608.956257","192.181.235.123","43.75.228.116","FTP","86","Response: 220-Hello <email>."
"116512","38609.010049","43.75.228.116","110.102.141.8","TCP","74","2069  >  21 [SYN] Seq=3584365848 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630813879 TSecr=0 WS=1"
"116513","38609.010586","110.102.141.8","43.75.228.116","TCP","78","21  >  2069 [SYN, ACK] Seq=1738429699 Ack=3584365849 Win=10136 Len=0 TSval=1468378776 TSecr=630813879 WS=1 SACK_PERM=1 MSS=1460"
"116519","38609.018860","47.128.126.114","43.75.228.116","FTP","68","Response: "
"116527","38609.102053","110.102.141.8","43.75.228.116","FTP","72","Response: 220-"
"116532","38609.120624","8.0.48.14","43.75.228.116","FTP","112","Response: 220 <*> Microsoft FTP Service (Version 5.0)."
"116544","38609.493337","25.136.123.20","43.75.228.116","FTP","149","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Sun Nov 24 09:15:49 EST 2002) ready."
"116554","38610.691291","109.155.185.241","43.75.228.116","FTP","85","Response: 220 <domain> FTP Server Ready"
"116556","38610.691955","77.191.167.203","43.75.228.116","FTP","77","Response: 220 FTP server ready."
"116558","38610.694019","195.199.77.113","43.75.228.116","FTP","86","Response: 220 <domain> FTP Server Ready "
"116562","38611.236811","43.75.228.116","29.135.233.80","TCP","74","3389  >  21 [SYN] Seq=3601682259 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814102 TSecr=0 WS=1"
"116563","38611.237278","29.135.233.80","43.75.228.116","TCP","62","21  >  3389 [SYN, ACK] Seq=1475592334 Ack=3601682260 Win=33580 Len=0 MSS=1460 WS=1"
"116565","38611.404223","29.135.233.80","43.75.228.116","FTP","74","Response: 220-Hello <email>."
"116574","38611.718819","43.75.228.116","185.82.2.57","TCP","74","3429  >  21 [SYN] Seq=3588328306 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814150 TSecr=0 WS=1"
"116575","38611.719092","185.82.2.57","43.75.228.116","TCP","74","21  >  3429 [SYN, ACK] Seq=3423122666 Ack=3588328307 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=414114377 TSecr=630814150 WS=1"
"116576","38611.721540","43.75.228.116","132.29.3.242","TCP","74","3440  >  21 [SYN] Seq=3587474888 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814150 TSecr=0 WS=1"
"116577","38611.723265","43.75.228.116","158.242.10.247","TCP","74","3444  >  21 [SYN] Seq=3585826362 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814150 TSecr=0 WS=1"
"116578","38611.727124","43.75.228.116","46.2.233.214","TCP","74","3452  >  21 [SYN] Seq=3590029771 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814150 TSecr=0 WS=1"
"116579","38611.727147","43.75.228.116","116.77.54.137","TCP","74","3453  >  21 [SYN] Seq=3593828108 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814150 TSecr=0 WS=1"
"116580","38611.727584","116.77.54.137","43.75.228.116","TCP","62","21  >  3453 [SYN, ACK] Seq=1339855074 Ack=3593828109 Win=33580 Len=0 MSS=1460 WS=1"
"116581","38611.727707","46.2.233.214","43.75.228.116","TCP","62","21  >  3452 [SYN, ACK] Seq=1390303859 Ack=3590029772 Win=33580 Len=0 MSS=1460 WS=1"
"116582","38611.728223","132.29.3.242","43.75.228.116","TCP","58","21  >  3440 [SYN, ACK] Seq=2471450 Ack=3587474889 Win=5840 Len=0 MSS=1460"
"116587","38611.739234","158.242.10.247","43.75.228.116","TCP","62","21  >  3444 [SYN, ACK] Seq=436020669 Ack=3585826363 Win=1460 Len=0 MSS=1460 WS=1"
"116588","38611.739857","132.29.3.242","43.75.228.116","FTP","85","Response: 220 <domain> FTP Server Ready"
"116591","38611.751219","158.242.10.247","43.75.228.116","FTP","86","Response: 220 <domain> FTP Server Ready "
"116604","38611.900341","116.77.54.137","43.75.228.116","FTP","74","Response: 220-Hello <email>."
"116609","38612.005631","46.2.233.214","43.75.228.116","FTP","74","Response: 220-Hello <email>."
"116618","38613.209413","43.75.228.116","165.67.66.171","TCP","74","3991  >  21 [SYN] Seq=3591304498 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814298 TSecr=0 WS=1"
"116619","38613.211963","43.75.228.116","170.191.102.145","TCP","74","4001  >  21 [SYN] Seq=3591809140 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814298 TSecr=0 WS=1"
"116620","38613.212265","165.67.66.171","43.75.228.116","TCP","62","21  >  3991 [SYN, ACK] Seq=557366205 Ack=3591304499 Win=1460 Len=0 MSS=1460 WS=1"
"116621","38613.213435","170.191.102.145","43.75.228.116","TCP","62","21  >  4001 [SYN, ACK] Seq=1718799293 Ack=3591809141 Win=1460 Len=0 MSS=1460 WS=1"
"116622","38613.213869","43.75.228.116","180.129.236.17","TCP","74","4006  >  21 [SYN] Seq=3599534345 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814298 TSecr=0 WS=1"
"116623","38613.214138","43.75.228.116","210.224.58.215","TCP","74","4007  >  21 [SYN] Seq=3597788078 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814298 TSecr=0 WS=1"
"116624","38613.214739","210.224.58.215","43.75.228.116","TCP","74","21  >  4007 [SYN, ACK] Seq=3437958153 Ack=3597788079 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=389585349 TSecr=630814298 WS=1"
"116625","38613.214814","180.129.236.17","43.75.228.116","TCP","58","21  >  4006 [SYN, ACK] Seq=1564599999 Ack=3599534346 Win=2920 Len=0 MSS=1460"
"116626","38613.215409","43.75.228.116","167.156.78.67","TCP","74","4022  >  21 [SYN] Seq=3596960556 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814298 TSecr=0 WS=1"
"116627","38613.216064","167.156.78.67","43.75.228.116","TCP","58","21  >  4022 [SYN, ACK] Seq=108399999 Ack=3596960557 Win=2920 Len=0 MSS=1460"
"116633","38613.235179","167.156.78.67","43.75.228.116","FTP","77","Response: 220 FTP server ready."
"116634","38613.235441","180.129.236.17","43.75.228.116","FTP","77","Response: 220 FTP server ready."
"116635","38613.235845","170.191.102.145","43.75.228.116","FTP","87","Response: 220 <domain> FTP Server Ready. "
"116639","38613.248438","43.75.228.116","109.160.54.58","TCP","74","4329  >  21 [SYN] Seq=3597846643 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814303 TSecr=0 WS=1"
"116640","38613.249363","109.160.54.58","43.75.228.116","TCP","74","21  >  4329 [SYN, ACK] Seq=3423921590 Ack=3597846644 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=42057496 TSecr=630814303 WS=1"
"116649","38613.252073","43.75.228.116","102.174.154.179","TCP","74","4335  >  21 [SYN] Seq=3587531593 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814303 TSecr=0 WS=1"
"116650","38613.252363","102.174.154.179","43.75.228.116","TCP","74","21  >  4335 [SYN, ACK] Seq=3432735949 Ack=3587531594 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=437885194 TSecr=630814303 WS=1"
"116659","38613.476004","165.67.66.171","43.75.228.116","FTP","87","Response: 220 <domain> FTP Server Ready. "
"116665","38613.738360","43.75.228.116","43.250.64.171","TCP","74","4492  >  21 [SYN] Seq=3601207023 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=630814351 TSecr=0 WS=1"
"116666","38613.758120","43.250.64.171","43.75.228.116","TCP","58","21  >  4492 [SYN, ACK] Seq=161334977 Ack=3601207024 Win=5840 Len=0 MSS=1460"
"116670","38613.776871","43.250.64.171","43.75.228.116","FTP","85","Response: 220 <domain> FTP Server Ready"
"116680","38614.885378","185.82.2.57","43.75.228.116","FTP","149","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Sun Nov 24 09:15:49 EST 2002) ready."
"116697","38616.331604","210.224.58.215","43.75.228.116","FTP","149","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Sun Nov 24 09:15:49 EST 2002) ready."
"116699","38616.387682","102.174.154.179","43.75.228.116","FTP","149","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Sun Nov 24 09:15:49 EST 2002) ready."
"116701","38616.406082","109.160.54.58","43.75.228.116","FTP","149","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Thu Nov 28 01:57:45 UTC 2002) ready."
"117213","38750.789535","107.34.21.92","131.243.2.12","TCP","66","2280  >  21 [SYN] Seq=954610305 Win=60352 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"117214","38750.789771","131.243.2.12","107.34.21.92","TCP","66","21  >  2280 [SYN, ACK] Seq=931068858 Ack=954610306 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"117216","38750.998011","131.243.2.12","107.34.21.92","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"117217","38751.173016","107.34.21.92","131.243.2.12","FTP","70","Request: USER anonymous"
"117435","38796.890176","143.156.1.2","131.243.2.12","TCP","62","2773  >  21 [SYN] Seq=2369220655 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"117436","38796.890488","131.243.2.12","143.156.1.2","TCP","62","21  >  2773 [SYN, ACK] Seq=937782725 Ack=2369220656 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"117997","38895.783866","143.156.1.2","131.243.2.12","TCP","62","1074  >  21 [SYN] Seq=2398308931 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"117998","38895.784099","131.243.2.12","143.156.1.2","TCP","62","21  >  1074 [SYN, ACK] Seq=953397644 Ack=2398308932 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"118093","38910.316538","5.73.72.237","131.243.1.10","TCP","74","4883  >  21 [SYN] Seq=3725966694 Win=5840 Len=0 MSS=1372 SACK_PERM=1 TSval=1065323267 TSecr=0 WS=1"
"118094","38910.317147","131.243.1.10","5.73.72.237","TCP","58","21  >  4883 [SYN, ACK] Seq=3259463137 Ack=3725966695 Win=16464 Len=0 MSS=1460"
"118097","38910.436929","131.243.1.10","5.73.72.237","FTP","60","Response: 220-"
"118129","38910.698463","5.73.72.237","131.243.1.10","FTP","70","Request: USER anonymous"
"118459","38968.708668","107.34.21.92","131.243.2.12","TCP","66","4533  >  21 [SYN] Seq=1011964310 Win=60352 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"118460","38968.708936","131.243.2.12","107.34.21.92","TCP","66","21  >  4533 [SYN, ACK] Seq=963730395 Ack=1011964311 Win=65535 Len=0 WS=2 SACK_PERM=1 MSS=1460"
"119353","39116.412596","107.34.21.92","131.243.2.12","TCP","66","4567  >  21 [SYN] Seq=1051135425 Win=60352 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"119927","39213.461059","132.117.139.183","131.243.1.10","TCP","74","62602  >  21 [SYN] Seq=2151805655 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770117 TSecr=0"
"119928","39213.461596","131.243.1.10","132.117.139.183","TCP","58","21  >  62602 [SYN, ACK] Seq=1300323485 Ack=2151805656 Win=17520 Len=0 MSS=1460"
"119930","39213.536768","131.243.1.10","132.117.139.183","FTP","60","Response: 220-"
"119960","39213.627753","132.117.139.183","131.243.1.10","FTP","70","Request: USER anonymous"
"120079","39226.275661","132.117.139.183","131.243.1.10","TCP","74","62637  >  21 [SYN] Seq=2914740400 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770142 TSecr=0"
"120193","39236.036728","107.34.21.92","131.243.2.12","TCP","66","4599  >  21 [SYN] Seq=1082592802 Win=60352 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"120361","39254.523362","75.182.158.74","128.3.28.48","TCP","74","33030  >  21 [SYN] Seq=4210700431 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=10219912 TSecr=0 WS=1"
"120362","39254.523558","128.3.28.48","75.182.158.74","TCP","74","21  >  33030 [SYN, ACK] Seq=1648467414 Ack=4210700432 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2272061162 TSecr=10219912 WS=1"
"120601","39283.371502","132.117.139.183","131.243.1.10","TCP","74","62667  >  21 [SYN] Seq=2242748480 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770257 TSecr=0"
"120691","39288.260333","132.117.139.183","131.243.1.10","TCP","74","62672  >  21 [SYN] Seq=961835447 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770266 TSecr=0"
"121012","39328.530671","132.117.139.183","131.243.1.10","TCP","74","62716  >  21 [SYN] Seq=48604036 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770347 TSecr=0"
"121207","39350.278756","132.117.139.183","131.243.1.10","TCP","74","62719  >  21 [SYN] Seq=3443081649 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770390 TSecr=0"
"121344","39362.464594","132.117.139.183","131.243.1.10","TCP","74","62724  >  21 [SYN] Seq=3381126109 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770415 TSecr=0"
"121524","39381.251076","132.117.139.183","131.243.1.10","TCP","74","62729  >  21 [SYN] Seq=640296131 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770452 TSecr=0"
"121587","39382.881642","143.156.1.2","131.243.2.12","TCP","62","3203  >  21 [SYN] Seq=2532443569 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"121588","39382.881857","131.243.2.12","143.156.1.2","TCP","62","21  >  3203 [SYN, ACK] Seq=1023786583 Ack=2532443570 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"121697","39395.049652","132.117.139.183","131.243.1.10","TCP","74","62732  >  21 [SYN] Seq=2033015071 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770480 TSecr=0"
"121831","39404.231789","75.182.158.74","128.3.28.48","TCP","74","33053  >  21 [SYN] Seq=74106758 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=10296572 TSecr=0 WS=1"
"121868","39407.812517","132.117.139.183","131.243.1.10","TCP","74","62736  >  21 [SYN] Seq=3736245854 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770505 TSecr=0"
"122164","39439.459831","132.117.139.183","131.243.1.10","TCP","74","62749  >  21 [SYN] Seq=2672854399 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770569 TSecr=0"
"122226","39440.508485","132.117.139.183","131.243.1.10","TCP","74","62751  >  21 [SYN] Seq=2366949830 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770571 TSecr=0"
"122417","39459.466284","132.117.139.183","131.243.1.10","TCP","74","62755  >  21 [SYN] Seq=2778997323 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770609 TSecr=0"
"122639","39483.862750","132.117.139.183","131.243.1.10","TCP","74","62766  >  21 [SYN] Seq=2976784339 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770658 TSecr=0"
"122735","39489.176667","132.117.139.183","131.243.1.10","TCP","74","62768  >  21 [SYN] Seq=4206320190 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770668 TSecr=0"
"122928","39512.938725","132.117.139.183","131.243.1.10","TCP","74","62770  >  21 [SYN] Seq=232708337 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770716 TSecr=0"
"122984","39513.858297","132.117.139.183","131.243.1.10","TCP","74","62772  >  21 [SYN] Seq=481385710 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770718 TSecr=0"
"123249","39559.200733","132.117.139.183","131.243.1.10","TCP","74","62785  >  21 [SYN] Seq=933314835 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770808 TSecr=0"
"123329","39564.399765","132.117.139.183","131.243.1.10","TCP","74","62788  >  21 [SYN] Seq=2287568512 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770819 TSecr=0"
"123406","39569.634127","132.117.139.183","131.243.1.10","TCP","74","62790  >  21 [SYN] Seq=1452963102 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770829 TSecr=0"
"123488","39574.831447","132.117.139.183","131.243.1.10","TCP","74","62792  >  21 [SYN] Seq=1622199498 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770839 TSecr=0"
"123562","39580.267064","132.117.139.183","131.243.1.10","TCP","74","62796  >  21 [SYN] Seq=699612794 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770850 TSecr=0"
"123639","39585.490724","132.117.139.183","131.243.1.10","TCP","74","62802  >  21 [SYN] Seq=3756137004 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770861 TSecr=0"
"123707","39590.318424","143.156.1.2","131.243.2.12","TCP","62","1128  >  21 [SYN] Seq=2594482054 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"123720","39590.820176","132.117.139.183","131.243.1.10","TCP","74","62805  >  21 [SYN] Seq=3495556008 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770871 TSecr=0"
"123799","39595.949521","132.117.139.183","131.243.1.10","TCP","74","62814  >  21 [SYN] Seq=2028732375 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770882 TSecr=0"
"123880","39601.124973","132.117.139.183","131.243.1.10","TCP","74","62821  >  21 [SYN] Seq=3933242224 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770892 TSecr=0"
"123942","39603.136420","168.254.152.132","131.243.2.12","TCP","62","4912  >  21 [SYN] Seq=1863947123 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"123943","39603.136648","131.243.2.12","168.254.152.132","TCP","62","21  >  4912 [SYN, ACK] Seq=1053312439 Ack=1863947124 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"123975","39606.248014","132.117.139.183","131.243.1.10","TCP","74","62829  >  21 [SYN] Seq=825952542 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770902 TSecr=0"
"124058","39611.538412","132.117.139.183","131.243.1.10","TCP","74","62834  >  21 [SYN] Seq=477773401 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770913 TSecr=0"
"124120","39612.687800","75.182.158.74","128.3.28.48","TCP","74","33080  >  21 [SYN] Seq=309874945 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=10403313 TSecr=0 WS=1"
"124162","39616.668968","132.117.139.183","131.243.1.10","TCP","74","62836  >  21 [SYN] Seq=1269175913 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770923 TSecr=0"
"124236","39621.839889","132.117.139.183","131.243.1.10","TCP","74","62840  >  21 [SYN] Seq=2857809470 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770933 TSecr=0"
"124330","39630.318716","132.117.139.183","131.243.1.10","TCP","74","62844  >  21 [SYN] Seq=57047858 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770950 TSecr=0"
"124484","39653.326306","132.117.139.183","131.243.1.10","TCP","74","62850  >  21 [SYN] Seq=3694445736 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369770996 TSecr=0"
"124640","39676.963463","75.182.158.74","128.3.28.48","TCP","74","33090  >  21 [SYN] Seq=376474243 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=10436228 TSecr=0 WS=1"
"124749","39696.068047","75.182.158.74","128.3.28.48","TCP","74","33093  >  21 [SYN] Seq=394268650 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=10446010 TSecr=0 WS=1"
"124784","39698.801688","132.117.139.183","131.243.1.10","TCP","74","62861  >  21 [SYN] Seq=3559026582 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369771087 TSecr=0"
"124905","39714.295724","75.182.158.74","128.3.28.48","TCP","74","33098  >  21 [SYN] Seq=414758613 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=10455338 TSecr=0 WS=1"
"124973","39723.745199","132.117.139.183","131.243.1.10","TCP","74","62873  >  21 [SYN] Seq=1897643572 Win=32768 Len=0 MSS=1460 WS=1 TSval=3369771137 TSecr=0"
