"No.","Time","Source","Destination","Protocol","Length","Info"
"209474","41414.232136","131.243.1.10","38.53.36.25","FTP","60","Response: 220-"
"209509","41414.846446","38.53.36.25","131.243.1.10","FTP","70","Request: USER anonymous"
"209641","41435.796210","8.138.220.65","131.243.1.10","TCP","62","1533  >  21 [SYN] Seq=415677500 Win=16384 Len=0 MSS=1460"
"209644","41436.439452","8.138.220.65","131.243.1.10","TCP","62","1534  >  21 [SYN] Seq=415885628 Win=16384 Len=0 MSS=1460"
"209760","41448.933731","82.11.125.142","128.3.12.44","TCP","62","4525  >  21 [SYN] Seq=698235121 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"210144","41547.708574","193.190.210.160","131.243.1.10","TCP","62","3357  >  21 [SYN] Seq=185690879 Win=16384 Len=0 MSS=1412"
"210145","41547.709264","131.243.1.10","193.190.210.160","TCP","58","21  >  3357 [SYN, ACK] Seq=2879442408 Ack=185690880 Win=16944 Len=0 MSS=1460"
"210151","41549.416671","131.243.1.10","193.190.210.160","FTP","60","Response: 220-"
"210201","41556.586598","193.190.210.160","131.243.1.10","FTP","70","Request: USER anonymous"
"210278","41575.937363","154.10.203.110","128.3.12.44","TCP","74","34315  >  21 [SYN] Seq=2390737279 Win=5840 Len=0 MSS=1436 SACK_PERM=1 TSval=163969545 TSecr=0 WS=1"
"210279","41575.938202","128.3.12.44","154.10.203.110","TCP","54","21  >  34315 [SYN, ACK] Seq=1580416000 Ack=2390737280 Win=4096 Len=0"
"210283","41576.119260","128.3.12.44","154.10.203.110","FTP","136","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Mon Dec 3 12:18:44 PST 2001) ready."
"210285","41576.216989","154.10.203.110","128.3.12.44","FTP","70","Request: USER anonymous"
"210398","41600.335253","28.151.145.0","131.243.1.10","TCP","74","1044  >  21 [SYN] Seq=1483823612 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=738388 TSecr=0 WS=1"
"210399","41600.335745","131.243.1.10","28.151.145.0","TCP","58","21  >  1044 [SYN, ACK] Seq=851715457 Ack=1483823613 Win=17520 Len=0 MSS=1460"
"210401","41600.410582","131.243.1.10","28.151.145.0","FTP","60","Response: 220-"
"210431","41600.485016","28.151.145.0","131.243.1.10","FTP","70","Request: USER anonymous"
"210471","41601.175629","154.10.203.110","128.3.12.44","TCP","74","34319  >  21 [SYN] Seq=2429184739 Win=5840 Len=0 MSS=1436 SACK_PERM=1 TSval=163982470 TSecr=0 WS=1"
"210576","41614.705474","154.10.203.110","128.3.12.44","TCP","74","34322  >  21 [SYN] Seq=2442523410 Win=5840 Len=0 MSS=1436 SACK_PERM=1 TSval=163989398 TSecr=0 WS=1"
"210587","41615.230559","28.151.145.0","131.243.1.10","TCP","74","1048  >  21 [SYN] Seq=1492544873 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=742247 TSecr=0 WS=1"
"210883","41682.170982","30.52.123.142","131.243.1.10","TCP","62","44863  >  21 [SYN] Seq=2487683816 Win=24820 Len=0 SACK_PERM=1 MSS=1460"
"210884","41682.171618","131.243.1.10","30.52.123.142","TCP","58","21  >  44863 [SYN, ACK] Seq=3379984574 Ack=2487683817 Win=17520 Len=0 MSS=1460"
"210886","41682.338748","131.243.1.10","30.52.123.142","FTP","60","Response: 220-"
"210916","41682.517564","30.52.123.142","131.243.1.10","FTP","70","Request: USER anonymous"
"211027","41705.606387","203.243.33.59","131.243.1.10","TCP","62","1386  >  21 [SYN] Seq=1440740168 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"211028","41705.606940","131.243.1.10","203.243.33.59","TCP","58","21  >  1386 [SYN, ACK] Seq=2872158220 Ack=1440740169 Win=17520 Len=0 MSS=1460"
"211032","41705.696289","131.243.1.10","203.243.33.59","FTP","60","Response: 220-"
"211062","41705.793976","203.243.33.59","131.243.1.10","FTP","70","Request: USER anonymous"
"211537","42069.205841","181.154.203.25","131.243.1.10","TCP","78","43324  >  21 [SYN] Seq=391784902 Win=16384 Len=0 MSS=1460 SACK_PERM=1 WS=1 TSval=2010212987 TSecr=0"
"211538","42069.206460","131.243.1.10","181.154.203.25","TCP","58","21  >  43324 [SYN, ACK] Seq=2740468777 Ack=391784903 Win=17520 Len=0 MSS=1460"
"211540","42069.449023","131.243.1.10","181.154.203.25","FTP","60","Response: 220-"
"211570","42069.753575","181.154.203.25","131.243.1.10","FTP","70","Request: USER anonymous"
"211599","42240.694329","54.214.176.33","131.243.1.83","TCP","74","2441  >  21 [SYN] Seq=1491399667 Win=65535 Len=0 MSS=1460 WS=2 TSval=1827497958 TSecr=0"
"211600","42240.694907","131.243.1.83","54.214.176.33","TCP","58","21  >  2441 [SYN, ACK] Seq=2074199300 Ack=1491399668 Win=17520 Len=0 MSS=1460"
"211602","42240.878035","131.243.1.83","54.214.176.33","FTP","60","Response: 220-"
"211632","42241.072751","54.214.176.33","131.243.1.83","FTP","70","Request: USER anonymous"
"211657","42249.263647","51.165.231.205","109.103.64.27","TCP","58","2170  >  21 [SYN] Seq=1584271322 Win=8192 Len=0 MSS=1460"
"211658","42249.265744","109.103.64.27","51.165.231.205","TCP","58","21  >  2170 [SYN, ACK] Seq=2345670589 Ack=1584271323 Win=1460 Len=0 MSS=1460"
"211660","42249.434855","109.103.64.27","51.165.231.205","FTP","86","Response: 220 <domain> FTP Server Ready "
"211662","42250.425819","51.165.231.205","109.103.64.27","FTP","70","Request: USER anonymous"
"211672","42252.796590","255.223.27.76","131.243.1.83","TCP","62","1931  >  21 [SYN] Seq=168856227 Win=32767 Len=0 MSS=1460 SACK_PERM=1"
"211673","42252.796996","131.243.1.83","255.223.27.76","TCP","58","21  >  1931 [SYN, ACK] Seq=3763292890 Ack=168856228 Win=17520 Len=0 MSS=1460"
"211675","42252.987293","131.243.1.83","255.223.27.76","FTP","60","Response: 220-"
"211705","42253.217587","255.223.27.76","131.243.1.83","FTP","70","Request: USER anonymous"
"211726","42256.323229","51.165.231.205","62.159.77.154","TCP","58","3394  >  21 [SYN] Seq=1584279946 Win=8192 Len=0 MSS=1460"
"211727","42256.324971","62.159.77.154","51.165.231.205","TCP","58","21  >  3394 [SYN, ACK] Seq=318699999 Ack=1584279947 Win=2920 Len=0 MSS=1460"
"211729","42256.489219","62.159.77.154","51.165.231.205","FTP","77","Response: 220 FTP server ready."
"211731","42257.478882","51.165.231.205","62.159.77.154","FTP","70","Request: USER anonymous"
"211754","42270.445880","51.165.231.205","25.141.7.128","TCP","58","1168  >  21 [SYN] Seq=1584296070 Win=8192 Len=0 MSS=1460"
"211755","42270.446406","25.141.7.128","51.165.231.205","TCP","58","21  >  1168 [SYN, ACK] Seq=3042987685 Ack=1584296071 Win=17520 Len=0 MSS=1460"
"211756","42270.473986","51.165.231.205","189.246.241.212","TCP","58","1202  >  21 [SYN] Seq=1584296574 Win=8192 Len=0 MSS=1460"
"211757","42270.474491","51.165.231.205","4.18.95.135","TCP","58","1203  >  21 [SYN] Seq=1584296589 Win=8192 Len=0 MSS=1460"
"211758","42270.475579","189.246.241.212","51.165.231.205","TCP","58","21  >  1202 [SYN, ACK] Seq=84699999 Ack=1584296575 Win=2920 Len=0 MSS=1460"
"211759","42270.475797","51.165.231.205","123.47.104.102","TCP","58","1204  >  21 [SYN] Seq=1584296604 Win=8192 Len=0 MSS=1460"
"211760","42270.476830","4.18.95.135","51.165.231.205","TCP","58","21  >  1203 [SYN, ACK] Seq=3620864 Ack=1584296590 Win=23360 Len=0 MSS=536"
"211761","42270.478637","123.47.104.102","51.165.231.205","TCP","58","21  >  1204 [SYN, ACK] Seq=3836199869 Ack=1584296605 Win=1460 Len=0 MSS=1460"
"211765","42270.630551","189.246.241.212","51.165.231.205","FTP","77","Response: 220 FTP server ready."
"211766","42270.630968","4.18.95.135","51.165.231.205","FTP","98","Response: 220 FTP Server, type 'quote help' for help"
"211768","42270.639806","123.47.104.102","51.165.231.205","FTP","86","Response: 220 <domain> FTP Server Ready "
"211769","42270.716760","25.141.7.128","51.165.231.205","FTP","137","Response: 220 FTP server (Hummingbird Communications Ltd. (HCLFTPD) Version 6.1.0.3) ready."
"211774","42271.604307","51.165.231.205","25.141.7.128","FTP","70","Request: USER anonymous"
"211776","42271.631843","51.165.231.205","189.246.241.212","FTP","70","Request: USER anonymous"
"211777","42271.632455","51.165.231.205","4.18.95.135","FTP","70","Request: USER anonymous"
"211780","42271.635476","51.165.231.205","123.47.104.102","FTP","70","Request: USER anonymous"
"211804","42273.983279","51.165.231.205","141.35.20.31","TCP","58","1606  >  21 [SYN] Seq=1584300517 Win=8192 Len=0 MSS=1460"
"211805","42273.985553","51.165.231.205","136.107.80.219","TCP","58","1610  >  21 [SYN] Seq=1584300553 Win=8192 Len=0 MSS=1460"
"211806","42273.986848","141.35.20.31","51.165.231.205","TCP","58","21  >  1606 [SYN, ACK] Seq=10455168 Ack=1584300518 Win=5840 Len=0 MSS=1460"
"211807","42273.987771","136.107.80.219","51.165.231.205","TCP","58","21  >  1610 [SYN, ACK] Seq=493499999 Ack=1584300554 Win=2920 Len=0 MSS=1460"
"211808","42274.004334","51.165.231.205","206.212.29.97","TCP","58","1636  >  21 [SYN] Seq=1584300769 Win=8192 Len=0 MSS=1460"
"211809","42274.005454","206.212.29.97","51.165.231.205","TCP","58","21  >  1636 [SYN, ACK] Seq=1422734191 Ack=1584300770 Win=8760 Len=0 MSS=1460"
"211812","42274.145229","141.35.20.31","51.165.231.205","FTP","85","Response: 220 <domain> FTP Server Ready"
"211813","42274.145301","136.107.80.219","51.165.231.205","FTP","77","Response: 220 FTP server ready."
"211817","42274.524071","206.212.29.97","51.165.231.205","FTP","100","Response: 220 <*> Microsoft FTP Service (Version 3.0)."
"211823","42275.138864","51.165.231.205","141.35.20.31","FTP","70","Request: USER anonymous"
"211824","42275.140625","51.165.231.205","136.107.80.219","FTP","70","Request: USER anonymous"
"211825","42275.157074","51.165.231.205","206.212.29.97","FTP","70","Request: USER anonymous"
"211835","42301.121105","193.69.6.5","128.3.12.44","TCP","62","3072  >  21 [SYN] Seq=857833110 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"211836","42301.121958","128.3.12.44","193.69.6.5","TCP","54","21  >  3072 [SYN, ACK] Seq=1684352000 Ack=857833111 Win=4096 Len=0"
"211838","42301.417765","128.3.12.44","193.69.6.5","FTP","136","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Mon Dec 3 12:18:44 PST 2001) ready."
"211839","42301.640511","193.69.6.5","128.3.12.44","FTP","70","Request: USER anonymous"
"211860","42312.044642","193.69.6.5","128.3.12.44","TCP","62","3088  >  21 [SYN] Seq=861100646 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"211887","42391.392466","84.68.192.198","131.243.1.10","TCP","74","2635  >  21 [SYN] Seq=2531884914 Win=57344 Len=0 MSS=1380 WS=1 TSval=1188687129 TSecr=0"
"211888","42391.393164","131.243.1.10","84.68.192.198","TCP","58","21  >  2635 [SYN, ACK] Seq=4086913371 Ack=2531884915 Win=16560 Len=0 MSS=1460"
"211956","42418.003778","246.94.203.142","203.174.5.11","TCP","62","1290  >  21 [SYN] Seq=1321968074 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"211957","42418.004627","203.174.5.11","246.94.203.142","TCP","58","21  >  1290 [SYN, ACK] Seq=1088384000 Ack=1321968075 Win=32768 Len=0 MSS=1460"
"212201","42547.684187","129.83.166.117","128.3.12.44","TCP","62","3973  >  21 [SYN] Seq=781973887 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"212202","42547.685013","128.3.12.44","129.83.166.117","TCP","54","21  >  3973 [SYN, ACK] Seq=1719168000 Ack=781973888 Win=4096 Len=0"
"212204","42547.853641","128.3.12.44","129.83.166.117","FTP","136","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Mon Dec 3 12:18:44 PST 2001) ready."
"212205","42547.940552","129.83.166.117","128.3.12.44","FTP","70","Request: USER anonymous"
"212268","42580.155874","152.61.246.233","131.243.1.10","TCP","74","32821  >  21 [SYN] Seq=2349860013 Win=4422 Len=0 MSS=1474 SACK_PERM=1 TSval=570731 TSecr=0 WS=1"
"212269","42580.156408","131.243.1.10","152.61.246.233","TCP","58","21  >  32821 [SYN, ACK] Seq=2537689196 Ack=2349860014 Win=17520 Len=0 MSS=1460"
"212275","42580.611157","131.243.1.10","152.61.246.233","FTP","60","Response: 220-"
"212305","42581.272139","152.61.246.233","131.243.1.10","FTP","70","Request: USER anonymous"
"212465","42658.859204","137.221.103.194","131.243.1.10","TCP","74","42089  >  21 [SYN] Seq=2984511228 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1212172 TSecr=0 WS=1"
"212466","42658.859852","131.243.1.10","137.221.103.194","TCP","58","21  >  42089 [SYN, ACK] Seq=3414607467 Ack=2984511229 Win=17520 Len=0 MSS=1460"
"212468","42658.943402","131.243.1.10","137.221.103.194","FTP","60","Response: 220-"
"212498","42659.051002","137.221.103.194","131.243.1.10","FTP","70","Request: USER anonymous"
"212524","42659.869082","226.42.45.207","131.243.193.93","TCP","62","1125  >  21 [SYN] Seq=4272122009 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"212670","42726.099255","238.73.137.43","128.3.32.63","TCP","74","32769  >  21 [SYN] Seq=3060105694 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=261902 TSecr=0 WS=1"
"212671","42726.099862","128.3.32.63","238.73.137.43","TCP","74","21  >  32769 [SYN, ACK] Seq=3064923939 Ack=3060105695 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=1320276690 TSecr=261902 WS=1"
"212673","42726.272110","128.3.32.63","238.73.137.43","FTP","120","Response: 220 <domain> FTP server (Version wu-2.6.1-20) ready."
"212675","42726.323821","238.73.137.43","128.3.32.63","FTP","82","Request: USER anonymous"
"212884","42839.899546","185.39.85.153","131.243.1.10","TCP","62","5188  >  21 [SYN] Seq=3578919639 Win=16384 Len=0 MSS=1260 SACK_PERM=1"
"212885","42839.900204","131.243.1.10","185.39.85.153","TCP","58","21  >  5188 [SYN, ACK] Seq=3444718883 Ack=3578919640 Win=17640 Len=0 MSS=1460"
"212887","42840.199337","131.243.1.10","185.39.85.153","FTP","60","Response: 220-"
"212917","42840.564171","185.39.85.153","131.243.1.10","FTP","70","Request: USER anonymous"
"212952","42842.943785","185.39.85.153","131.243.1.10","TCP","62","5190  >  21 [SYN] Seq=3754920651 Win=16384 Len=0 MSS=1260 SACK_PERM=1"
"213044","42870.485762","185.39.85.153","131.243.1.10","TCP","62","5192  >  21 [SYN] Seq=4262599308 Win=16384 Len=0 MSS=1260 SACK_PERM=1"
"213105","42873.531576","185.39.85.153","131.243.1.10","TCP","62","5194  >  21 [SYN] Seq=3552247726 Win=16384 Len=0 MSS=1260 SACK_PERM=1"
"213202","42897.902458","114.152.89.250","131.243.1.10","TCP","74","52971  >  21 [SYN] Seq=930369530 Win=8192 Len=0 MSS=1460 WS=1 TSval=59100089 TSecr=0"
"213203","42897.902999","131.243.1.10","114.152.89.250","TCP","58","21  >  52971 [SYN, ACK] Seq=1038402082 Ack=930369531 Win=17520 Len=0 MSS=1460"
"213205","42898.047880","131.243.1.10","114.152.89.250","FTP","60","Response: 220-"
"213236","42898.232921","114.152.89.250","131.243.1.10","FTP","70","Request: USER anonymous"
"213264","42902.386112","192.148.96.138","131.243.1.10","TCP","74","17246  >  21 [SYN] Seq=3224540421 Win=5840 Len=0 MSS=1420 SACK_PERM=1 TSval=270828028 TSecr=0 WS=1"
"213265","42902.386620","131.243.1.10","192.148.96.138","TCP","58","21  >  17246 [SYN, ACK] Seq=1390117617 Ack=3224540422 Win=17040 Len=0 MSS=1460"
"213267","42902.672752","131.243.1.10","192.148.96.138","FTP","60","Response: 220-"
"213297","42903.047223","192.148.96.138","131.243.1.10","FTP","70","Request: USER anonymous"
"213338","42913.532368","192.148.96.138","131.243.1.10","TCP","74","17249  >  21 [SYN] Seq=3234390301 Win=5840 Len=0 MSS=1420 SACK_PERM=1 TSval=270829150 TSecr=0 WS=1"
"213541","42998.127987","82.143.24.12","131.243.2.12","TCP","62","4008  >  21 [SYN] Seq=2897573074 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"213542","42998.128286","131.243.2.12","82.143.24.12","TCP","62","21  >  4008 [SYN, ACK] Seq=1601985727 Ack=2897573075 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"213611","43019.652643","82.143.24.12","131.243.2.12","TCP","62","3107  >  21 [SYN] Seq=2905536381 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"213640","43022.818408","246.94.203.142","203.174.5.11","TCP","62","1262  >  21 [SYN] Seq=2180426603 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"213811","43066.656751","154.195.234.248","131.243.1.10","TCP","58","37629  >  21 [SYN] Seq=976985143 Win=8760 Len=0 MSS=1460"
"213812","43066.657397","131.243.1.10","154.195.234.248","TCP","58","21  >  37629 [SYN, ACK] Seq=1962553733 Ack=976985144 Win=17520 Len=0 MSS=1460"
"213877","43073.003242","40.100.188.68","131.243.1.10","TCP","62","10734  >  21 [SYN] Seq=438896132 Win=64240 Len=0 MSS=1400 SACK_PERM=1"
"213878","43073.003699","131.243.1.10","40.100.188.68","TCP","58","21  >  10734 [SYN, ACK] Seq=4104384615 Ack=438896133 Win=16800 Len=0 MSS=1460"
"213880","43073.223740","131.243.1.10","40.100.188.68","FTP","60","Response: 220-"
"213910","43073.509189","40.100.188.68","131.243.1.10","FTP","70","Request: USER anonymous"
"213951","43075.899391","40.100.188.68","131.243.1.10","TCP","62","10736  >  21 [SYN] Seq=439749501 Win=64240 Len=0 MSS=1400 SACK_PERM=1"
"214034","43081.243824","76.179.70.30","131.243.1.10","TCP","62","63445  >  21 [SYN] Seq=480865354 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"214035","43081.244327","131.243.1.10","76.179.70.30","TCP","58","21  >  63445 [SYN, ACK] Seq=3274651886 Ack=480865355 Win=17520 Len=0 MSS=1460"
"214037","43081.473053","131.243.1.10","76.179.70.30","FTP","60","Response: 220-"
"214067","43081.730228","76.179.70.30","131.243.1.10","FTP","70","Request: USER anonymous"
"214147","43101.921788","76.179.70.30","131.243.1.10","TCP","62","63446  >  21 [SYN] Seq=486064383 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"214447","43209.282158","60.36.91.126","131.243.2.12","TCP","62","3225  >  21 [SYN] Seq=1103976157 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"214448","43209.282436","131.243.2.12","60.36.91.126","TCP","62","21  >  3225 [SYN, ACK] Seq=1634544552 Ack=1103976158 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"214473","43214.591854","176.182.72.232","131.243.193.93","TCP","74","51006  >  21 [SYN] Seq=3984055020 Win=32768 Len=0 MSS=1460 WS=1 TSval=1217069095 TSecr=0"
"214474","43214.592165","131.243.193.93","176.182.72.232","TCP","74","21  >  51006 [SYN, ACK] Seq=3569346053 Ack=3984055021 Win=5792 Len=0 MSS=1460 TSval=915163622 TSecr=1217069095 WS=1"
"214476","43214.695681","131.243.193.93","176.182.72.232","FTP","130","Response: 220 ProFTPD 1.2.2rc2 Server (powered by SuSE Linux) [<domain>]"
"214482","43216.029637","176.182.72.232","131.243.193.93","FTP","82","Request: USER anonymous"
"214566","43233.731544","176.182.72.232","131.243.193.93","TCP","74","51009  >  21 [SYN] Seq=1167243558 Win=32768 Len=0 MSS=1460 WS=1 TSval=1217069133 TSecr=0"
"214662","43255.665580","40.100.188.68","131.243.1.10","TCP","62","10744  >  21 [SYN] Seq=484813253 Win=64240 Len=0 MSS=1400 SACK_PERM=1"
"214784","43267.443406","176.182.72.232","131.243.193.93","TCP","74","51012  >  21 [SYN] Seq=3753009298 Win=32768 Len=0 MSS=1460 WS=1 TSval=1217069200 TSecr=0"
"214889","43286.288574","161.145.242.154","131.243.1.10","TCP","62","1555  >  21 [SYN] Seq=158407140 Win=16384 Len=0 MSS=1460"
"214890","43286.289111","131.243.1.10","161.145.242.154","TCP","58","21  >  1555 [SYN, ACK] Seq=1934463744 Ack=158407141 Win=17520 Len=0 MSS=1460"
"214894","43286.886015","131.243.1.10","161.145.242.154","FTP","60","Response: 220-"
"214928","43287.624870","161.145.242.154","131.243.1.10","FTP","70","Request: USER anonymous"
"215071","43307.522356","183.171.136.152","109.155.185.241","TCP","74","18203  >  21 [SYN] Seq=3238343097 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=739152398 TSecr=0 WS=1"
"215072","43307.527072","109.155.185.241","183.171.136.152","TCP","58","21  >  18203 [SYN, ACK] Seq=25057440 Ack=3238343098 Win=5840 Len=0 MSS=1460"
"215073","43307.528173","183.171.136.152","192.181.235.123","TCP","74","18391  >  21 [SYN] Seq=3224910847 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=739152400 TSecr=0 WS=1"
"215074","43307.528652","192.181.235.123","183.171.136.152","TCP","78","21  >  18391 [SYN, ACK] Seq=3387114164 Ack=3224910848 Win=24616 Len=0 TSval=328027397 TSecr=739152400 WS=1 SACK_PERM=1 MSS=1460"
"215075","43307.532058","183.171.136.152","25.196.16.54","TCP","74","18320  >  21 [SYN] Seq=3223938140 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=739152399 TSecr=0 WS=1"
"215076","43307.532699","25.196.16.54","183.171.136.152","TCP","78","21  >  18320 [SYN, ACK] Seq=2949849506 Ack=3223938141 Win=10136 Len=0 TSval=475943019 TSecr=739152399 WS=1 SACK_PERM=1 MSS=1460"
"215083","43307.833776","109.155.185.241","183.171.136.152","FTP","85","Response: 220 <domain> FTP Server Ready"
"215085","43307.863007","17.16.198.25","131.243.1.10","TCP","74","37882  >  21 [SYN] Seq=1716274755 Win=5840 Len=0 MSS=1460 TSval=56199808 TSecr=0 WS=1"
"215086","43307.863406","131.243.1.10","17.16.198.25","TCP","58","21  >  37882 [SYN, ACK] Seq=3205521840 Ack=1716274756 Win=17520 Len=0 MSS=1460"
"215089","43308.138868","131.243.1.10","17.16.198.25","FTP","60","Response: 220-"
"215119","43308.674501","17.16.198.25","131.243.1.10","FTP","70","Request: USER anonymous"
"215220","43320.558361","192.181.235.123","183.171.136.152","FTP","87","Response: 220-Hello <domain>."
"215221","43320.567750","25.196.16.54","183.171.136.152","FTP","68","Response: "
"215308","43338.267622","82.143.24.12","131.243.2.12","TCP","62","2404  >  21 [SYN] Seq=3020202823 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"215309","43338.267905","131.243.2.12","82.143.24.12","TCP","62","21  >  2404 [SYN, ACK] Seq=1654382446 Ack=3020202824 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"215531","43388.649629","148.106.88.20","131.243.1.10","TCP","74","22030  >  21 [SYN] Seq=1131900820 Win=32120 Len=0 MSS=1380 SACK_PERM=1 TSval=43464567 TSecr=0"
"215532","43388.650371","131.243.1.10","148.106.88.20","TCP","58","21  >  22030 [SYN, ACK] Seq=251217369 Ack=1131900821 Win=16560 Len=0 MSS=1460"
"215536","43388.715371","131.243.1.10","148.106.88.20","FTP","60","Response: 220-"
"215574","43391.448114","148.106.88.20","131.243.1.10","FTP","64","Request: USER ftp"
"215660","43404.337980","176.182.72.232","131.243.193.93","TCP","74","51023  >  21 [SYN] Seq=3120984821 Win=32768 Len=0 MSS=1460 WS=1 TSval=1217069474 TSecr=0"
"216012","43501.452801","7.65.46.39","131.243.1.10","TCP","78","56755  >  21 [SYN] Seq=2307361708 Win=16384 Len=0 MSS=1460 SACK_PERM=1 WS=1 TSval=1941258344 TSecr=0"
"216013","43501.453328","131.243.1.10","7.65.46.39","TCP","58","21  >  56755 [SYN, ACK] Seq=4663719 Ack=2307361709 Win=17520 Len=0 MSS=1460"
"216015","43501.471743","131.243.1.10","7.65.46.39","FTP","60","Response: 220-"
"216048","43501.639884","7.65.46.39","131.243.1.10","FTP","70","Request: USER anonymous"
"216586","43671.946230","248.186.1.156","131.243.1.10","TCP","62","4909  >  21 [SYN] Seq=2173359344 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"216587","43671.946420","248.186.1.156","131.243.1.10","TCP","62","4910  >  21 [SYN] Seq=2173418590 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"216588","43671.946421","248.186.1.156","131.243.1.10","TCP","62","4911  >  21 [SYN] Seq=2173469319 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"216589","43671.946567","248.186.1.156","131.243.1.10","TCP","62","4912  >  21 [SYN] Seq=2173526754 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"216590","43671.946659","248.186.1.156","131.243.1.10","TCP","62","4913  >  21 [SYN] Seq=2173581912 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"216591","43671.946766","248.186.1.156","131.243.1.10","TCP","62","4915  >  21 [SYN] Seq=2173681353 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"216592","43671.946766","248.186.1.156","131.243.1.10","TCP","62","4914  >  21 [SYN] Seq=2173618413 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"216593","43671.946791","131.243.1.10","248.186.1.156","TCP","58","21  >  4909 [SYN, ACK] Seq=118017775 Ack=2173359345 Win=17520 Len=0 MSS=1460"
"216594","43671.946850","248.186.1.156","131.243.1.10","TCP","62","4916  >  21 [SYN] Seq=2173731846 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"216610","43672.035015","131.243.1.10","248.186.1.156","FTP","60","Response: 220-"
"216704","43672.103561","248.186.1.156","131.243.1.10","FTP","70","Request: USER anonymous"
"217075","43696.459769","248.186.1.156","131.243.1.10","TCP","62","4926  >  21 [SYN] Seq=2180003046 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"217077","43696.462450","248.186.1.156","131.243.1.10","TCP","62","4927  >  21 [SYN] Seq=2180050379 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"217079","43696.463851","248.186.1.156","131.243.1.10","TCP","62","4928  >  21 [SYN] Seq=2180087633 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"217342","43773.641017","248.186.1.156","131.243.1.10","TCP","62","4937  >  21 [SYN] Seq=2199809316 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"217344","43773.643613","248.186.1.156","131.243.1.10","TCP","62","4938  >  21 [SYN] Seq=2199855609 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"217346","43773.646699","248.186.1.156","131.243.1.10","TCP","62","4939  >  21 [SYN] Seq=2199902338 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"217348","43773.647589","248.186.1.156","131.243.1.10","TCP","62","4940  >  21 [SYN] Seq=2199938288 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"217600","43797.521169","221.133.206.59","131.243.1.10","TCP","62","1486  >  21 [SYN] Seq=239141428 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"217601","43797.521775","131.243.1.10","221.133.206.59","TCP","58","21  >  1486 [SYN, ACK] Seq=785610850 Ack=239141429 Win=17520 Len=0 MSS=1460"
"217603","43797.619608","131.243.1.10","221.133.206.59","FTP","60","Response: 220-"
"217633","43797.880911","221.133.206.59","131.243.1.10","FTP","70","Request: USER anonymous"
"217719","43940.255221","144.142.126.207","131.243.193.93","TCP","74","54231  >  21 [SYN] Seq=603551877 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=951148495 TSecr=0 WS=1"
"217720","43940.255543","131.243.193.93","144.142.126.207","TCP","74","21  >  54231 [SYN, ACK] Seq=39649870 Ack=603551878 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=915236193 TSecr=951148495 WS=1"
"217775","43945.805767","182.118.192.175","163.86.146.154","TCP","58","45745  >  21 [SYN] Seq=2704295025 Win=8760 Len=0 MSS=1460"
